Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto
2014,1011,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Laura Milena Visbal Cortés,12/18/2014 12:00:00 AM,Telefónica,Cerrada,3415,24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.167 - Enlace de datos 1 Mbps Región 1y2 1Mbps - Bronce - Mes 24 Mes of 1.167 - Enlace de datos 1 Mbps Región 1y2 1Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.164 - Enlace de datos 512 Kbps Región 1y2 512 Kbps - Bronce - Mes 24 Mes of 1.167 - Enlace de datos 1 Mbps Región 1y2 1Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Oro - Mes 24 Mes of 1.14 - Enlace dedicado 32Mbps - Oro - Mes 24 Mes of 1.13 - Enlace dedicado 20Mbps - Oro - Mes 24 Mes of 1.14 - Enlace dedicado 32Mbps - Oro - Mes 24 Mes of 1.18 - Enlace dedicado 256Mbps - Oro - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.170 - Enlace de datos 2 Mbps Región 1y2 2Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.12 - Enlace dedicado 10Mbps - Oro - Mes 24 Mes of 1.13 - Enlace dedicado 20Mbps - Oro - Mes 24 Mes of 1.13 - Enlace dedicado 20Mbps - Oro - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.11 - Enlace dedicado 6Mbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.165 - Enlace de datos 512 Kbps Región 3 512 Kbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.168 - Enlace de datos 1 Mbps Región 3 1Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.171 - Enlace de datos 2 Mbps Región 3 2Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.10 - Enlace dedicado 4Mbps - Bronce - Mes 24 Mes of 1.93 - Enlace dedicado Región 3 6Mbps - Oro - Mes 24 Mes of 1.93 - Enlace dedicado Región 3 6Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.94 - Enlace dedicado Región 3 10Mbps - Oro - Mes 24 Mes of 1.95 - Enlace dedicado Región 3 20Mbps - Oro - Mes 24 Mes of 1.95 - Enlace dedicado Región 3 20Mbps - Oro - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of 1.166 - Enlace de datos 512 Kbps Región 4 512 Kbps - Bronce - Mes 24 Mes of,15325223454.51,Conectividad,Bogotá,Obligada,ND
2016,10116,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE YOPAL,Camilo Andres Sotelo Suarez,08/24/2016 12:00:00 AM,Quest S.A.S.,Emitida,19662,30 Unidad of kit Vestido formal saco y pantalón Otros De 1 a 100- H 54 Unidad of kit Camisa formal manga larga Otros De 1 a 100- H 30 Unidad of kit Corbata Otros De 1 a 100- H 70 Unidad of kit Camiseta tipo polo Otros De 1 a 100- H 24 Unidad of kit Pantalón de dril formal Otros De 1 a 100- H 70 Unidad of kit Jean clásico Otros De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,25311200.00,Dotaciones de Vestuario,Yopal,Obligada,ND
2016,10117,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE YOPAL,Camilo Andres Sotelo Suarez,08/24/2016 12:00:00 AM,Quest S.A.S.,Emitida,19657,37 Unidad of kit Sastre formal chaqueta y falda o pantalón Otros De 1 a 100- M 37 Unidad of kit Blusa formal manga larga Otros De 1 a 100- M 27 Unidad of kit Blusa sport o de moda Otros De 1 a 100- M 27 Unidad of kit Pantalón formal Otros De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional 37 Unidad of kit Sastre formal chaqueta y falda o pantalón Otros De 1 a 100- M 37 Unidad of kit Blusa formal manga larga Otros De 1 a 100- M 27 Unidad of kit Blusa sport o de moda Otros De 1 a 100- M 27 Unidad of kit Pantalón formal Otros De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,17337360.00,Dotaciones de Vestuario,Yopal,Obligada,ND
2016,10120,Ejecutiva,Educación Nacional,CALDAS-CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION SENA,Leonardo Loaiza Quintero,08/24/2016 12:00:00 AM,Quest S.A.S.,Emitida,19658,8 Unidad of kit Chaqueta casual o sport Otros De 1 a 100- M 8 Unidad of kit Jean de moda Otros De 1 a 100- M 29 Unidad of kit Bata o blusa de labor Otros De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,3201600.00,Dotaciones de Vestuario,Manizales,Obligada,ND
2016,10121,Ejecutiva,Minas y Energía,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,Lady Angelica Mora Alvarado,08/24/2016 12:00:00 AM,Seguros Generales Suramericana S.A.,Cerrada,19663,1 Unidad of 110 MOTOS Hasta 100c.c.  1 Unidad of 120 MOTOS 100 a 200c.c.  1 Unidad of 130 MOTOS Más de 200c.c.  1 Unidad of 140 MOTOS Motocarros  1 Unidad of 211 CAMPEROS Y CAMIONETAS Hasta 1500c.c. 0 a 9 años 1 Unidad of 212 CAMPEROS Y CAMIONETAS Hasta 1500c.c. Más de 10 1 Unidad of 221 CAMPEROS Y CAMIONETAS 1500 a 2500c.c. 0 a 9 años 1 Unidad of 222 CAMPEROS Y CAMIONETAS 1500 a 2500c.c. Más de 10 1 Unidad of 231 CAMPEROS Y CAMIONETAS Más de 2500c.c. 0 a 9 años 1 Unidad of 232 CAMPEROS Y CAMIONETAS Más de 2500c.c. Más de 10 1 Unidad of 310 CARGA O MIXTO Hasta 5 toneladas  1 Unidad of 320 CARGA O MIXTO 5 a 15 toneladas  1 Unidad of 330 CARGA O MIXTO Más de 15 toneladas  1 Unidad of 410 OFICIALES ESPECIALES Hasta 1500c.c.  1 Unidad of 420 OFICIALES ESPECIALES 1500 a 2500c.c.  1 Unidad of 430 OFICIALES ESPECIALES Más de 2500 c.c.  1 Unidad of 511 AUTOS FAMILIARES Hasta 1500c.c. 0 a 9 años 1 Unidad of 512 AUTOS FAMILIARES Hasta 1500c.c. Más de 10 1 Unidad of 521 AUTOS FAMILIARES 1500 a 2500c.c. 0 a 9 años 1 Unidad of 522 AUTOS FAMILIARES 1500 a 2500c.c. Más de 10 1 Unidad of 531 AUTOS FAMILIARES Más de 2500c.c. 0 a 9 años 1 Unidad of 532 AUTOS FAMILIARES Más de 2500c.c. Más de 10 1 Unidad of 611 VEHICULOS PARA SEIS O MAS PASAJEROS Hasta 2500c.c. 0 a 9 años 1 Unidad of 612 VEHICULOS PARA SEIS O MAS PASAJEROS Hasta 2500c.c. Más de 10 1 Unidad of 621 VEHICULOS PARA SEIS O MAS PASAJEROS Más de 2500c.c. 0 a 9 años 1 Unidad of 622 VEHICULOS PARA SEIS O MAS PASAJEROS Más de 2500c.c. Más de 10 1 Unidad of 711 AUTOS DE NEGOCIOS Y TAXIS Hasta 1500c.c. 0 a 9 años 1 Unidad of 712 AUTOS DE NEGOCIOS Y TAXIS Hasta 1500c.c. Más de 10 1 Unidad of 721 AUTOS DE NEGOCIOS Y TAXIS 1500 a 2500c.c. 0 a 9 años 1 Unidad of 722 AUTOS DE NEGOCIOS Y TAXIS 1500 a 2500c.c. Más de 10 1 Unidad of 731 AUTOS DE NEGOCIOS Y TAXIS Más de 2500c.c. 0 a 9 años 1 Unidad of 732 AUTOS DE NEGOCIOS Y TAXIS Más de 2500c.c. Más de 10 1 Unidad of 810 BUSES Y BUSETAS DE SERVICIO PUBLICO URBANO  1 Unidad of 910 SERVICIO PUBLICO INTERMUNICIPAL Hasta 10 pasajeros  1 Unidad of 920 SERVICIO PUBLICO INTERMUNICIPAL Más de 10 pasajeros,6649672.00,SOAT II,Bogotá,Obligada,ND
2016,10122,Ejecutiva,Defensa Nacional,DIRECCION DE ANTINARCOTICOS POLICIA NACIONAL,Jose Angel Mendoza Guzman,08/25/2016 12:00:00 AM,Serviaseo S.A.,Emitida,19667,8 Mes of R11 - Operario de aseo y cafetería Tiempo Completo - 31 8 Mes of R11 - Coordinador de tiempo completo Tiempo Completo - 2 8 Mes of R11 - Operario auxiliar Tiempo Completo - 1 8 Unidad of R11 - Bienes de Aseo y Cafetería 1 Unidad of R11 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R11 - Recargo por dotación especial 1 Unidad of R11 - AIU 1 Unidad of R11 - IVA 1 Unidad of R11 - Gravámenes adicionales,342119329.04,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10123,Ejecutiva,Transporte,METRO CALI S.A.,Yownd Manfred Rincon Gonzalez,08/25/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Emitida,17092,120 Unidad of INACTIVE BANDERITAS X5 COLORES 1.27X1.3CM X125HJS Cod: 8490621 200 Unidad of INACTIVE BOLIGRAFO NEGRO BIC CRISTAL 111111002 Cod: 8490678 8 Unidad of INACTIVE BORRADOR PARA TABLERO EN FELPA MADERA Cod: 8490753 40 Unidad of INACTIVE CLIP COLORES PLASTIFICADO CAJA X 100 Cod: 8490774 25 Unidad of INACTIVE MANECILLA METALICA 2  X12 NEGRA Cod: 8466061 25 Unidad of INACTIVE MANECILLA METALICA 1  X12 NEGRA Cod: 8383455 25 Unidad of INACTIVE MANECILLA METALICA 1/2  X12 NEGRA Cod: 8383454 25 Unidad of INACTIVE MANECILLA METALICA 3/4  X 12 NEGRO Cod: 8490804 10 Unidad of INACTIVE MARCADOR NEGRO PERMANENTE ERGONOMICO Cod: 8490773 10 Unidad of INACTIVE MARCADOR ROJO PERMANENTE ERGONOMICO Cod: 8490662 10 Unidad of INACTIVE MARCADOR VERDE PERMANENTE ERGONOMICO Cod: 8490701 10 Unidad of INACTIVE MARCADOR AZUL PERMANENTE ERGONOMICO Cod: 8490763 50 Unidad of INACTIVE PEGANTE BARRA FELIFIX 20G Cod: 8173456 48 Unidad of INACTIVE PILA ALCALINA AA X2 ENERGIZER MAX Cod: 8096727 10 Unidad of INACTIVE PILA ALKALINA 9V ENERGIZER MAX Cod: 8096731 410 Unidad of INACTIVE PAPEL FOTOCOPIA CARTA 75 GRS REPROGRAF BLANCO Cod: 8162182 50 Unidad of INACTIVE PAPEL FOTOCOPIA OFICIO 75 GRS REPROGRAF BLANCO Cod: 8028196 10 Unidad of INACTIVE PORTABORRADOR+BORRADOR MERLETTO COLORES Cod: 8490861 20 Unidad of INACTIVE REFUERZO ADHESIVO REDONDO BLANCO PAQX100 Cod: 8490870 1 Unidad of INACTIVE ROTULO CONTINUO CAJA X 8800 8.89cm 2.3cm Cod: 8011294 300 Unidad of INACTIVE SEPARADOR 115 OFICIO CARTULINA BLANCA PAQUETE X 5 UND Cod: 8490884 10 Unidad of INACTIVE TABLA LEGAJADORA OFICIO PLASICA COLORES SURTIDOS Cod: 8490748 3 Unidad of INACTIVE TARJETERO 320 TARJETAS CARTA EJECUTIVO Cod: 8026040 10 Unidad of INACTIVE LIBRO ACTAS 100 FOLIOS ECON. OFICIO Cod: 8005161 15 Unidad of INACTIVE LIBRETA TAQUIGRAFIA DOBLE  O  JEAN BOOK Cod: 8008548 150 Unidad of INACTIVE SOBRE MANILA CARTA ESP. 25X31 ECOLOGICO Cod: 8024200 100 Unidad of INACTIVE SOBRE MANILA OFICIO ESP. 27X37 ECOLOGICO Cod: 8024210 10 Unidad of INACTIVE CHINCHON X 100 SURTIDO CABEZA GRANDE Cod: 8071892 10 Unidad of INACTIVE HUMEDECEDOR PASTA AZOR CUENTA FACIL 42 G Cod: 8099722 10 Unidad of INACTIVE BORRADOR TINTA STAEDTLER CON ESCOBILLA Cod: 8116140 100 Unidad of INACTIVE CAJA ARCHIVO 30X41X27.5 TAPA/AGARRADERA Cod: 8490665 200 Unidad of INACTIVE CAJA PARA ARCHIVO INACTIVO 19.5X40X26CM Cod: 8490670 20 Unidad of INACTIVE LIBRO CONTABILIDAD 3 COLUMNAS 200 FOLIOS Cod: 8490723 20 Unidad of INACTIVE CINTA POLIPROPILENO 48X100 COLBON Cod: 8490751 30 Unidad of INACTIVE CARTULINA BRISTOL 1/8 BLANCA PAQ.X 10UND Cod: 8490762 20 Unidad of INACTIVE ISODINE ESPUMA FRASCO X 120 CC Cod: 8503094 276 813 Peso (COP) of Gravámen adicional (Gran Almacen),8304393.00,Grandes Superficies,Cali,No obligada,ND
2016,10125,Ejecutiva,"Vivienda, Ciudad y Territorio",DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,Sandra Liliana Bautista Lopez,08/25/2016 12:00:00 AM,Organización Terpel S.A.,Emitida,14638,7 500 000 Peso (COP) of Combustible Terpel - Bogotá.,7500000.00,Combustible (Bogotá) II,Bogotá,No obligada,ND
2016,10126,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL - DIRECCION GENERAL MARITIMA (DIMAR),Ivis Zambrano Medina,08/25/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19521,1 Unidad of Procesador Kalley K-PA250 1 Unidad of Sanduchera Universal 87210 3 EN 1 1 Unidad of Juego Ollas 11Pz Universal 1 Unidad of CALDERO FUERTE AL 32CM16L PRF,381600.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10127,Ejecutiva,No Definido,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,08/25/2016 12:00:00 AM,Unión Temporal Novatours  Vision Tours 04-2015,Cerrada,19642,1 Unidad of Suministro de Tiquetes Aéreos.,600000000.00,Tiquetes Aéreos,Bogotá,No obligada,ND
2016,10128,Ejecutiva,No Definido,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,08/25/2016 12:00:00 AM,Inversiones Giratell Giraldo S.C.A.,Cerrada,19641,3 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,261000.00,Dotación de vestuario,Bogotá,No obligada,ND
2016,10129,Ejecutiva,No Definido,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,08/25/2016 12:00:00 AM,Fernando Guerrero Caro,Cerrada,19640,3 Unidad of kit Un par de zapatos Calzado De 1 a 100- M 1 Unidad of Valor IVA 1 Unidad of Gravamen adicional,269213.00,Dotaciones de Vestuario,Bogotá,No obligada,ND
2014,1013,Ejecutiva,Defensa Nacional,DIRECCION DE ANTINARCOTICOS POLICIA NACIONAL,Rafael Enrique Ariza Herreño,12/19/2014 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,2893,6 Unidad of Tv70 178cm LED LG 70LB720T FHD_,35994000.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10130,Ejecutiva,No Definido,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,08/25/2016 12:00:00 AM,Confecciones Paez S.A.,Cerrada,19637,3 Unidad of kit Formal Clima Frio De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,503841.00,Dotaciones de Vestuario,Bogotá,No obligada,ND
2016,10131,Ejecutiva,No Definido,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,08/25/2016 12:00:00 AM,Fernando Guerrero Caro,Cerrada,19634,3 Unidad of kit Formal Clima Frio De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,576006.00,Dotación de vestuario,Bogotá,No obligada,ND
2016,10132,Ejecutiva,Minas y Energía,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,Lady Angelica Mora Alvarado,08/25/2016 12:00:00 AM,Twity S.A.,Cerrada,19633,20 Unidad of kit Dotación Clima Frio De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,2790728.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10133,Ejecutiva,Minas y Energía,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,Lady Angelica Mora Alvarado,08/25/2016 12:00:00 AM,Confecciones Paez S.A.,Emitida,19636,31 Unidad of kit Dotación Clima Frio De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,5179822.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10134,Ejecutiva,Minas y Energía,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,Lady Angelica Mora Alvarado,08/25/2016 12:00:00 AM,Omar Vanegas Nieto,Cerrada,19645,31 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,2455061.00,Dotación de vestuario,Bogotá,Obligada,ND
2016,10135,Ejecutiva,Minas y Energía,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,Lady Angelica Mora Alvarado,08/25/2016 12:00:00 AM,Omar Vanegas Nieto,Cerrada,19639,20 Unidad of kit Un par de zapatos Calzado De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,1567694.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10140,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/25/2016 12:00:00 AM,Aerodelicias Ltda,Cerrada,18475,14 689 Unidad of PAE-6 a 8 anos-almuerzo-preparado en sitio-s1 9 805 Unidad of PAE-9 a 12 anos-almuerzo-preparado en sitio-s1,74857182.70,PAE,Bogotá,No obligada,ND
2016,10141,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/25/2016 12:00:00 AM,Aerodelicias Ltda,Cerrada,19687,13 061 Unidad of PAE-3 a 5 anos-complemento-preparado en sitio-s2 12 395 Unidad of PAE-3 a 5 anos-almuerzo-preparado en sitio-s2 17 353 Unidad of PAE-6 a 8 anos-complemento-preparado en sitio-s2 33 004 Unidad of PAE-6 a 8 anos-almuerzo-preparado en sitio-s2 29 304 Unidad of PAE-9 a 12 anos-complemento-preparado en sitio-s2 32 005 Unidad of PAE-9 a 12 anos-almuerzo-preparado en sitio-s2 31 968 Unidad of PAE-13 a 17 anos-complemento-preparado en sitio-s2 11 914 Unidad of PAE-13 a 17 anos-almuerzo-preparado en sitio-s2,498755664.71,PAE,Bogotá,No obligada,ND
2016,10143,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/25/2016 12:00:00 AM,UNIÓN TEMPORAL ALICOL 2015-1,Cerrada,19696,6 438 Unidad of PAE-3 a 5 anos-complemento-preparado en sitio-s6 6 919 Unidad of PAE-3 a 5 anos-almuerzo-preparado en sitio-s6 10 138 Unidad of PAE-6 a 8 anos-complemento-preparado en sitio-s6 18 833 Unidad of PAE-6 a 8 anos-almuerzo-preparado en sitio-s6 18 759 Unidad of PAE-9 a 12 anos-complemento-preparado en sitio-s6 7 992 Unidad of PAE-9 a 12 anos-almuerzo-preparado en sitio-s6 5 106 Unidad of PAE-13 a 17 anos-complemento-preparado en sitio-s6 4 662 Unidad of PAE-13 a 17 anos-almuerzo-preparado en sitio-s6,210099710.72,PAE,Bogotá,No obligada,ND
2016,10144,Ejecutiva,Información Estadí­stica,DANE - ANTIOQUIA,Monica Cecilia Arango Muñeton,08/25/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,18080,4 Unidad of Aire Acondicionado LG SP 24BTU SP242CM 220V,7799600.00,Grandes Superficies,Medellin,Obligada,ND
